Scene_Index,STOI_Value
0,0.5468373159935573
1,0.5010869129465415
2,0.5043177965912942
3,0.6263653630222356
4,0.6252288682301598
5,0.5579290787318942
6,0.5255845386514916
7,0.5700855415140862
8,0.46682004896054424
9,0.5667695477537127
10,0.5666049253010109
11,0.5518192633660913
12,0.5606852608495534
13,0.5322408058216644
14,0.6500295492000217
15,0.5585919300908255
16,0.5673099732044165
17,0.5766205330869844
18,0.5902256001105137
19,0.5911929208118861
20,0.4961034019146899
21,0.5875548339997481
22,0.4762364309093768
23,0.5516252260133243
24,0.584803291226939
25,0.6317686846257384
26,0.5774864027090423
27,0.5805264252528322
28,0.5912289042931909
29,0.5190674140715602
30,0.43194988002616963
31,0.5548985985494341
32,0.6761618271281933
33,0.6650555250819213
34,0.6142710573634945
35,0.5412965049145929
36,0.5600757153880096
37,0.6129314316191538
38,0.5881585952658726
39,0.5859782431166873
40,0.5355877821115357
41,0.5467890995486071
42,0.5835988959951828
43,0.505513054248961
44,0.4617813867612735
45,0.463650966971625
46,0.5831677062768567
47,0.5877549909692433
48,0.6016568536750081
49,0.6035249279762431
50,0.5362568766930582
51,0.5407557959857222
52,0.5656305842168792
53,0.5673387844916145
54,0.6089779582158538
55,0.5821521508697451
56,0.509506324620084
57,0.5709693277865154
58,0.5156626749952542
59,0.5104188676226427
60,0.4260315090421202
61,0.6189889809405527
62,0.6204421897987242
63,0.5143478968385199
64,0.5505339130194109
65,0.5459976648288456
66,0.5456691330320466
67,0.5247524729576669
68,0.6014562156308338
69,0.5048797864398218
70,0.5668394885802789
71,0.5513074865163283
72,0.5703333182152699
73,0.5283642966541127
74,0.5927870747307249
75,0.3082773443791865
76,0.3087540930388121
77,0.5774516145720306
78,0.4987358460024734
79,0.5787484353819621
80,0.6008646328543489
81,0.6434948948932742
82,0.6393636173560852
83,0.6405028039647639
84,0.5779163443446559
85,0.5958428157635031
86,0.5269396201115283
87,0.5664528695200333
88,0.5074791685063017
89,0.5045596127971376
90,0.4365511618095029
91,0.6293151378492633
92,0.5844543755607804
93,0.43998873560506185
94,0.5419548423144842
95,0.473258937564577
96,0.4753130210674957
97,0.5104651315746275
98,0.5663808597677787
99,0.5679150345605753
100,0.5381694115139091
101,0.5974052250522496
102,0.5608769152114796
103,0.5377140842957963
104,0.511965361848748
105,0.5911429456432715
106,0.5792447262455399
107,0.5846475526722085
108,0.5943089598400183
109,0.5938480842860067
110,0.5001798354902633
111,0.5128101578943012
112,0.5343699126655809
113,0.5340481829954745
114,0.5831574781135984
115,0.5485512353561097
116,0.4858830091868668
117,0.5638479533151325
118,0.5677872440491345
119,0.48927515499714386
120,0.5678753084910189
121,0.6243717211374582
122,0.587224884091382
123,0.5281547642876779
124,0.5253884094446377
125,0.5065587748714876
126,0.5918252604267074
127,0.6778393939492442
128,0.5667026808090032
129,0.540507921474901
130,0.524591343920121
131,0.5098395746349889
132,0.507096959402733
133,0.5071957843018458
134,0.5099193634520649
135,0.45429156165159457
136,0.6355692841957734
137,0.5900333095381146
138,0.60296548184628
139,0.6042371534163918
140,0.545623848058353
141,0.4784092379921323
142,0.4807996323206068
143,0.4743303897691677
144,0.5119893373186439
145,0.5617210150095006
146,0.5594515554475056
147,0.5510655872940948
148,0.5536855971742984
149,0.5241687179710941
150,0.5520544318100105
151,0.5553368743740317
152,0.5122176266267556
153,0.5745379903935471
154,0.5298179574086517
155,0.5677756597782485
156,0.49836593946693253
157,0.5054399621107959
158,0.5635786784752411
159,0.5676734974286989
160,0.5454933977245183
161,0.5800869100677346
162,0.5541448562699871
163,0.43544937411138285
164,0.5246964585333109
165,0.531837630517698
166,0.5915448113112367
167,0.6068575696992249
168,0.432831800947914
169,0.4939419874657543
170,0.4095346742378579
171,0.41341863923288724
172,0.6268860017455711
173,0.6331473093996121
174,0.5193640899731568
175,0.6274728998610497
176,0.5092276874746485
177,0.5792076520954396
178,0.5827503121589176
179,0.6328356752247398
180,0.6348232869765589
